taxon_oid,seq_id,combinedName,protacc,idPercent,len,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore taxid,complet_lineage,complete_taxid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Order,Family,Genus,Species,Latitude,Longitude,Genome Size   * assembled,Gene Count   * assembled,Unnamed: 15
3300005587,Ga0066654_10031548,AllrenameHeader_data2.fa-split-8.fasta.blastout.taxid_serveur_lineage:Ga0066654_10031548_3300005587:440-549,KC164356.1,96.84200000000001,95,3,0,15,109,1738,1832,1.69e-35,159 658196 658196,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;658196;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_103",DOE Joint Genome Institute (JGI),3300005587,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2398623532,7535633,
3300005587,Ga0066654_10086547,AllrenameHeader_data2.fa-split-8.fasta.blastout.taxid_serveur_lineage:Ga0066654_10086547_3300005587:383-782,FN377860.2,97.845,232,4,1,169,399,2040,2271,4.3899999999999986e-107,399 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_103",DOE Joint Genome Institute (JGI),3300005587,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2398623532,7535633,
3300005537,Ga0070730_10053659,AllrenameHeader_data3.fa-split-10.fasta.blastout.taxid_serveur_lineage:Ga0070730_10053659_3300005537:987-1099,FJ648425.1,95.946,74,1,2,39,112,1483,1554,2.9899999999999994e-23,119 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.","Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen01_05102014_R1",DOE Joint Genome Institute (JGI),3300005537,Soil,Unclassified,Unclassified,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.",40.7999,-76.3402,2437071457,6432437,
3300005533,Ga0070734_10331277,AllrenameHeader_data3.fa-split-10.fasta.blastout.taxid_serveur_lineage:Ga0070734_10331277_3300005533:278-553,AJ841804.1,94.096,271,14,2,1,271,9,277,1.3399999999999998e-110,411 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.","Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen06_05102014_R1",DOE Joint Genome Institute (JGI),3300005533,Soil,Unclassified,Unclassified,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.",40.7999,-76.3402,2210471099,5791649,
3300005553,Ga0066695_12138028,AllrenameHeader_data3.fa-split-11.fasta.blastout.taxid_serveur_lineage:Ga0066695_12138028_3300005553:2-291,FN377857.1,95.2,250,11,1,1,250,2923,3171,1.43e-105,394 1117310 1117310,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis caledonium;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117310;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_144",DOE Joint Genome Institute (JGI),3300005553,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2199289760,6366283,
3300006034,Ga0066656_10243146,AllrenameHeader_data3.fa-split-14.fasta.blastout.taxid_serveur_lineage:Ga0066656_10243146_3300006034:605-815,FN377857.1,88.26299999999999,213,9,6,6,204,970,1180,1.3599999999999998e-59,241 1117310 1117310,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis caledonium;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117310;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_105",DOE Joint Genome Institute (JGI),3300006034,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2839715030,8562448,
3300006794,Ga0066658_10023730,AllrenameHeader_data3.fa-split-15.fasta.blastout.taxid_serveur_lineage:Ga0066658_10023730_3300006794:1407-1759,AM950214.1,93.77,305,13,6,52,352,298,600,2.8999999999999994e-123,453 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_107",DOE Joint Genome Institute (JGI),3300006794,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,1422575448,3275536,
3300006800,Ga0066660_10212890,AllrenameHeader_data3.fa-split-16.fasta.blastout.taxid_serveur_lineage:Ga0066660_10212890_3300006800:1386-1483,EU379981.1,98.969,97,1,0,1,97,448,544,5.179999999999999e-40,174 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_109",DOE Joint Genome Institute (JGI),3300006800,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2597734515,5742384,
3300006800,Ga0066660_10366207,AllrenameHeader_data3.fa-split-16.fasta.blastout.taxid_serveur_lineage:Ga0066660_10366207_3300006800:666-910,AJ841290.1,100.0,44,0,0,78,121,33,76,1.0400000000000001e-11,82.4 2650738 2650738,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus prolifer;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;2650738;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_109",DOE Joint Genome Institute (JGI),3300006800,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2597734515,5742384,
3300001305,C688J14111_10000288,AllrenameHeader_data3.fa-split-2.fasta.blastout.taxid_serveur_lineage:C688J14111_10000288_3300001305:8493-8612,KC164356.1,99.0,100,1,0,20,119,1738,1837,1.4699999999999998e-41,180 658196 658196,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;658196;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA",DOE Joint Genome Institute (JGI),3300001305,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,713287419,1976082,
3300001305,C688J14111_10004472,AllrenameHeader_data3.fa-split-2.fasta.blastout.taxid_serveur_lineage:C688J14111_10004472_3300001305:242-552,FN377860.2,94.265,279,6,2,15,292,4214,4483,9.189999999999997e-113,418 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA",DOE Joint Genome Institute (JGI),3300001305,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,713287419,1976082,
3300001305,C688J14111_10007765,AllrenameHeader_data3.fa-split-2.fasta.blastout.taxid_serveur_lineage:C688J14111_10007765_3300001305:2909-3009,FN377860.2,97.059,68,2,0,15,82,4214,4281,3.2799999999999998e-22,115 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA",DOE Joint Genome Institute (JGI),3300001305,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,713287419,1976082,
3300001305,C688J14111_11205495,AllrenameHeader_data3.fa-split-2.fasta.blastout.taxid_serveur_lineage:C688J14111_11205495_3300001305:1-265,FN377857.1,100.0,264,0,0,1,264,940,1203,5.759999999999999e-134,488 1117310 1117310,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis caledonium;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117310;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA",DOE Joint Genome Institute (JGI),3300001305,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,713287419,1976082,
3300000956,JGI10216J12902_119173748,AllrenameHeader_data3.fa-split-2.fasta.blastout.taxid_serveur_lineage:JGI10216J12902_119173748_3300000956:1-270,AJ938173.1,90.82600000000001,218,9,7,1,215,366,575,1.0699999999999998e-71,281 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Soil microbial communities from Great Prairies (Kansas, Wisconsin and Iowa)","Soil microbial communities from Great Prairies - Kansas, Native Prairie soil",DOE Joint Genome Institute (JGI),3300000956,Soil,Unclassified,Grasslands,"Soil microbial communities from Great Prairies (Kansas, Wisconsin and Iowa)",39.214012,-96.58528299999999,9280824611,31876498,
3300017655,Ga0182739_1036919,AllrenameHeader_data3.fa-split-32.fasta.blastout.taxid_serveur_lineage:Ga0182739_1036919_3300017655:942-1400,MT765576.1,78.14,430,69,20,23,436,729,1149,5.439999999999999e-62,250 2040673 2040673,Glomeromycotina;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora;unclassified Ambispora;Ambispora sp.;,;131567;2759;33154;4751;112252;1913637;214504;214506;1133283;453565;453566;2632352;2040673;,*Microbiome,Permanent Draft,"Lignin-adapted enriched soil microbial communities from Emeryville, California, USA","Enriched backyard soil microbial communities from Emeryville, California, USA - eDNA 5th pass 30_C BE-Lig BY (version 2)",DOE Joint Genome Institute (JGI),3300017655,Soil,Unclassified,Unclassified,"Lignin-adapted enriched soil microbial communities from Emeryville, California, USA",37.83,-122.29,774665585,1291076,
3300017947,Ga0187785_10011487,AllrenameHeader_data3.fa-split-32.fasta.blastout.taxid_serveur_lineage:Ga0187785_10011487_3300017947:923-1448,JF519527.1,97.22200000000001,468,11,2,31,497,519,985,0.0,791 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,Tropical peatland microbial communities from different locations,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0815_BV2_4_20_MG",DOE Joint Genome Institute (JGI),3300017947,Soil,Wetlands,Unclassified,Tropical peatland microbial communities from different locations,4.2396,-73.2024,1209969270,2833593,
3300017974,Ga0187777_10316113,AllrenameHeader_data3.fa-split-33.fasta.blastout.taxid_serveur_lineage:Ga0187777_10316113_3300017974:967-1069,JF439200.1,95.402,87,4,0,16,102,689,775,2.0000000000000002e-29,139 1077336 1077336,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;unclassified Glomus;Glomus sp. 7 SUN-2011;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;186924;1077336;,*Microbiome,Permanent Draft,Tropical peatland microbial communities from different locations,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 1015_Q2_SP5_10_MG",DOE Joint Genome Institute (JGI),3300017974,Soil,Wetlands,Unclassified,Tropical peatland microbial communities from different locations,3.8381,-73.3194,2257115499,4886577,
3300018433,Ga0066667_10061508,AllrenameHeader_data3.fa-split-34.fasta.blastout.taxid_serveur_lineage:Ga0066667_10061508_3300018433:1331-1440,KC164356.1,96.84200000000001,95,3,0,15,109,1738,1832,1.69e-35,159 658196 658196,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;658196;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_116",DOE Joint Genome Institute (JGI),3300018433,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,3893910110,9305059,
3300018433,Ga0066667_10412700,AllrenameHeader_data3.fa-split-34.fasta.blastout.taxid_serveur_lineage:Ga0066667_10412700_3300018433:350-649,AJ841805.1,87.029,239,19,9,43,278,1363,1592,5.66e-65,259 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_116",DOE Joint Genome Institute (JGI),3300018433,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,3893910110,9305059,
3300018465,Ga0190269_10057582,AllrenameHeader_data3.fa-split-34.fasta.blastout.taxid_serveur_lineage:Ga0190269_10057582_3300018465:1-37,FN377857.1,100.0,36,0,0,1,36,1151,1186,8.35e-09,67.6 1117310 1117310,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis caledonium;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117310;,*Microbiome,Permanent Draft,Populus soil microbial communities from riparian zone of different river systems in the western United States,"Populus adjacent soil microbial communities from riparian zone of Blue River, Arizona, USA - 249 IS",DOE Joint Genome Institute (JGI),3300018465,Soil,Unclassified,Unclassified,Populus soil microbial communities from riparian zone of different river systems in the western United States,33.5944,-109.1397,3119252161,7564420,
3300018465,Ga0190269_10117078,AllrenameHeader_data3.fa-split-34.fasta.blastout.taxid_serveur_lineage:Ga0190269_10117078_3300018465:694-967,FN377860.2,98.729,236,3,0,38,273,2040,2275,2.2099999999999997e-113,420 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,Populus soil microbial communities from riparian zone of different river systems in the western United States,"Populus adjacent soil microbial communities from riparian zone of Blue River, Arizona, USA - 249 IS",DOE Joint Genome Institute (JGI),3300018465,Soil,Unclassified,Unclassified,Populus soil microbial communities from riparian zone of different river systems in the western United States,33.5944,-109.1397,3119252161,7564420,
3300018465,Ga0190269_10204793,AllrenameHeader_data3.fa-split-35.fasta.blastout.taxid_serveur_lineage:Ga0190269_10204793_3300018465:190-629,FN377861.1,93.361,241,13,3,193,432,1006,1244,3.849999999999999e-93,353 1117311 1117311,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis geosporum;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117311;,*Microbiome,Permanent Draft,Populus soil microbial communities from riparian zone of different river systems in the western United States,"Populus adjacent soil microbial communities from riparian zone of Blue River, Arizona, USA - 249 IS",DOE Joint Genome Institute (JGI),3300018465,Soil,Unclassified,Unclassified,Populus soil microbial communities from riparian zone of different river systems in the western United States,33.5944,-109.1397,3119252161,7564420,
3300023043,Ga0233346_1000023,AllrenameHeader_data3.fa-split-39.fasta.blastout.taxid_serveur_lineage:Ga0233346_1000023_3300023043:3249-3366,AB555658.1,100.0,117,0,0,1,117,14,130,1.1e-52,217 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Soil and plant litter microbial communities from temperate forests in California, United States","Leaf litter microbial communities from Shasta-Trinity National Forest, California, United States - GEON-DECOMP-289",DOE Joint Genome Institute (JGI),3300023043,Plant litter,Unclassified,Unclassified,"Soil and plant litter microbial communities from temperate forests in California, United States",40.2198,-122.9842,109859957,209753,
3300023029,Ga0233348_1000062,AllrenameHeader_data3.fa-split-39.fasta.blastout.taxid_serveur_lineage:Ga0233348_1000062_3300023029:3249-3367,AB555658.1,100.0,118,0,0,1,118,14,131,3.0799999999999997e-53,219 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Soil and plant litter microbial communities from temperate forests in California, United States","Leaf litter microbial communities from Shasta-Trinity National Forest, California, United States - GEON-DECOMP-297",DOE Joint Genome Institute (JGI),3300023029,Plant litter,Unclassified,Unclassified,"Soil and plant litter microbial communities from temperate forests in California, United States",40.2526,-123.02600000000001,79727771,149794,
3300004081,Ga0063454_100243295,AllrenameHeader_data3.fa-split-3.fasta.blastout.taxid_serveur_lineage:Ga0063454_100243295_3300004081:749-1065,AJ938173.1,89.15700000000001,249,14,11,44,288,332,571,1.2799999999999998e-76,298 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA - 2 (version 2)",DOE Joint Genome Institute (JGI),3300004081,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,4638379991,13243705,
3300024234,Ga0233339_1000408,AllrenameHeader_data3.fa-split-40.fasta.blastout.taxid_serveur_lineage:Ga0233339_1000408_3300024234:881-999,AB555658.1,100.0,118,0,0,1,118,14,131,3.0799999999999997e-53,219 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Soil and plant litter microbial communities from temperate forests in California, United States","Leaf litter microbial communities from Shasta-Trinity National Forest, California, United States - GEON-DECOMP-237",DOE Joint Genome Institute (JGI),3300024234,Plant litter,Unclassified,Unclassified,"Soil and plant litter microbial communities from temperate forests in California, United States",40.2198,-122.9842,59148351,103813,
3300004153,Ga0063455_102207848,AllrenameHeader_data3.fa-split-457.fasta.blastout.taxid_serveur_lineage:Ga0063455_102207848_3300004153:138-451,FN377864.1,100.0,269,0,0,45,313,3386,3654,1.1599999999999997e-136,497 27381 27381,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis mosseae;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;27381;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA (version 2)",DOE Joint Genome Institute (JGI),3300004153,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,4558805344,13616653,
3300026308,Ga0209265_1011933,AllrenameHeader_data3.fa-split-45.fasta.blastout.taxid_serveur_lineage:Ga0209265_1011933_3300026308:2337-2668,AM950214.1,93.919,296,12,6,40,331,298,591,5.8699999999999994e-120,442 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_103 (SPAdes)",DOE Joint Genome Institute (JGI),3300026308,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,381620668,767106,
3300026308,Ga0209265_1031141,AllrenameHeader_data3.fa-split-45.fasta.blastout.taxid_serveur_lineage:Ga0209265_1031141_3300026308:449-546,KC164356.1,89.06200000000001,64,6,1,34,97,4214,4276,4.1799999999999994e-11,78.7 658196 658196,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;658196;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_103 (SPAdes)",DOE Joint Genome Institute (JGI),3300026308,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,381620668,767106,
3300026538,Ga0209056_10153144,AllrenameHeader_data3.fa-split-46.fasta.blastout.taxid_serveur_lineage:Ga0209056_10153144_3300026538:496-606,AJ938171.1,91.803,61,5,0,18,78,871,931,2.9600000000000005e-13,86.1 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_114 (SPAdes)",DOE Joint Genome Institute (JGI),3300026538,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,1464627713,2485798,
3300027684,Ga0209626_1050940,AllrenameHeader_data3.fa-split-47.fasta.blastout.taxid_serveur_lineage:Ga0209626_1050940_3300027684:677-990,JF519527.1,99.62700000000001,268,1,0,1,268,1039,1306,1.9399999999999995e-134,490 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,Forest soil microbial communities from multiple locations in Canada and USA,"Forest soil microbial communities from Algoma, Ontario, Canada - Jack Pine, Ontario site 1_JW_OM1H0_M2 (SPAdes)",DOE Joint Genome Institute (JGI),3300027684,Soil,Loam,Forest soil,Forest soil microbial communities from multiple locations in Canada and USA,46.42,-83.37,448884953,1137732,
3300028021,Ga0265352_1000017,AllrenameHeader_data3.fa-split-49.fasta.blastout.taxid_serveur_lineage:Ga0265352_1000017_3300028021:2112-2230,AB555658.1,100.0,118,0,0,1,118,14,131,3.0799999999999997e-53,219 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Soil, plant litter and rhizosphere microbial communities from European coniferous forests","Soil microbial communities from Maridalen valley, Oslo, Norway - NSE5",DOE Joint Genome Institute (JGI),3300028021,Soil,Unclassified,Unclassified,"Soil, plant litter and rhizosphere microbial communities from European coniferous forests",59.9989,10.7903,44419675,123897,
3300028780,Ga0302225_10055827,AllrenameHeader_data3.fa-split-50.fasta.blastout.taxid_serveur_lineage:Ga0302225_10055827_3300028780:5-591,MG664502.1,93.88600000000001,458,24,4,105,562,713,1166,0.0,688 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Palsa_E3_2",DOE Joint Genome Institute (JGI),3300028780,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,1208289179,2635211,
3300028863,Ga0302218_10058780,AllrenameHeader_data3.fa-split-51.fasta.blastout.taxid_serveur_lineage:Ga0302218_10058780_3300028863:901-985,MG664502.1,96.296,81,3,0,1,81,1503,1583,7.030000000000001e-28,134 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Palsa_E1_1",DOE Joint Genome Institute (JGI),3300028863,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,668260898,1513146,
3300028801,Ga0302226_10139814,AllrenameHeader_data3.fa-split-51.fasta.blastout.taxid_serveur_lineage:Ga0302226_10139814_3300028801:810-936,KF849578.1,90.566,106,9,1,18,123,1432,1536,2.7e-29,139 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Palsa_E3_3",DOE Joint Genome Institute (JGI),3300028801,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,1068971849,2341653,
3300028871,Ga0302230_10082223,AllrenameHeader_data3.fa-split-52.fasta.blastout.taxid_serveur_lineage:Ga0302230_10082223_3300028871:58-708,MG664502.1,93.88600000000001,458,24,4,169,626,713,1166,0.0,688 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Palsa_N2_1",DOE Joint Genome Institute (JGI),3300028871,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,995970895,2214149,
